selected_text,analyzed_polarity,sentiment_class
Early start today! More rain and more miles!,0.4166666666666667,positive
hehe tweet time... bastos talaga chux,0.0,neutral
Same here!  I just wanted it to keep going and not end... ever! ;),0.125,positive
haha I just playing,0.2,positive
"Oui, I figured that since its a day off, I`d better start brushing up on my french; so far I have learnt Bonjour and Oui",0.19999999999999998,positive
i can`t cope,0.0,neutral
Happy mothers,0.8,positive
lovely.,0.5,positive
"omfg, my head",0.0,neutral
favorite,0.5,positive
- stillll listening to `paranoid`  now starting civics homework+ new JONAS episode !,0.08522727272727272,positive
good luck!,0.875,positive
loves,0.0,neutral
s cryin,0.0,neutral
thanks! I will try #boarding out,0.25,positive
I want it to be Wednesday already so I can hurry up and go to New Zealand so I`m busy and not sitting here bored and stressing,-0.08787878787878789,negative
_Kill_Boy I know the feeling,0.0,neutral
I woulda never believed that five years later I`d be a female engineer myself making tracks,0.0,neutral
Missed,0.0,neutral
You`ve got a deal!,0.0,neutral
Was pleased with Star Trek.,0.5,positive
Thx!,0.0,neutral
a frost warning,0.0,neutral
great,0.8,positive
best night of my whole entire **** life.,0.39999999999999997,positive
Happy,0.8,positive
happy,0.8,positive
We have tons of updates including pics of Rob from yesterday. Check them out  www.robsessedpattinson.com,0.0,neutral
Wtf,-0.5,negative
Headin 2 chilis Mr. Presidente`s callin my name! Then 2 the ice house,0.0,neutral
love,0.5,positive
just had steamed fish w/ oyster sauce,0.0,neutral
fun tweets,0.3,positive
miss,0.0,neutral
Now the mosquito truck is waking me up,0.0,neutral
good,0.7,positive
nicest,0.0,neutral
I`m sooo hyper! And I don`t even know why! Hahahahaha!,0.25,positive
in the mailbox already for 2 hours,0.0,neutral
love,0.5,positive
"this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out",0.0,neutral
great,0.8,positive
loving,0.6,positive
this sucks,-0.3,negative
"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight",0.0,neutral
but I`m too distracted,0.0,neutral
why you never answer me.,0.0,neutral
**** hard right now...this is annoying,-0.26865079365079364,negative
I miss u,0.0,neutral
awesome,1.0,positive
poor,-0.4,negative
sad,-0.5,negative
hip hop is alive & well in nashville tn!,0.125,positive
fun,0.3,positive
of course im almost there and theres traffic,0.0,neutral
Yeahhhhh,0.0,neutral
Lunch decision shouldn`t be this hard,-0.2916666666666667,negative
"Not only am I banned,",0.0,neutral
Yes I am,0.0,neutral
Wish you were!!!,0.0,neutral
"Every time I succeed with a code, I get 'We`re Sorry. Your Credit Card Has Been Declined at this time.'",-0.5,negative
found none,0.0,neutral
bored,-0.5,negative
dirty,-0.6,negative
Work is a no go,0.0,neutral
break up,0.0,neutral
Very bummed I can`t go to the  open house today.   DD and I woke up with a stomach bug.  Blech.  Y`all have fu,-0.20000000000000004,negative
haha  i did! many times before!,0.4375,positive
giddy,0.0,neutral
Have a great one ;),0.525,positive
__  that`s not good! hope you get better soon and good luck with the exams!,0.3125,positive
That makes me sad,-0.5,negative
Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,0.17857142857142855,positive
Goood,0.0,neutral
Noones talking to me anymore,0.0,neutral
Hate,-0.8,negative
"#SanctuarySunday  yay for #Sanctuary, I may watch Requiem after breakfast!",0.0,neutral
"May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now.",0.0,neutral
Just got my 3rd tattoo  owwwwwww lol,0.4,positive
really not lookin forward to monday  bak to college,-0.1,negative
I`m still thinking,0.0,neutral
LOL! I hate when that happens!! All hyped up and its over before you know it! Lunch sounds nice..hope you have a nice time.,0.19999999999999998,positive
AWESOME,1.0,positive
'That`s a nice picture',0.6,positive
miss,0.0,neutral
wish,0.0,neutral
nicley,0.0,neutral
Hardly working,-0.2916666666666667,negative
thanks.  Sadly the streamline top II is sold out. Streamline trunk II is available in my size but that only gets me halfway.,0.12000000000000002,positive
my cat!!,0.0,neutral
Excited about having an empty apartment to ourselves for a little while,0.029166666666666674,positive
i don`t like u,0.0,neutral
**** i feel old,0.1,positive
really adore,0.2,positive
Still sick at home,-0.7142857142857143,negative
Glad,0.5,positive
In bed after a good last saturday in ec. I`m gonna miss this place but can`t wait til summer,0.35,positive
good morning,0.7,positive
"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&spa with aunt, uncle & mom; FINALLY HOME",0.0,neutral
"thanks, u 2!!! Idk if Im going or not... I don`t feel like getting all dress up and doing my hair!!!  LOL",0.7814697265625,positive
excited.,0.375,positive
Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.,0.2375,positive
it was fun,0.3,positive
fun..,0.3,positive
Well not JUST making dinner making dinner with WET HAIR!,-0.125,negative
"thanks for trying   I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed",0.2,positive
Surfing the web...,0.0,neutral
its nice!,0.75,positive
True. That`s kind of your style isn`****  and less of the 'old chap' ;-),0.22666666666666666,positive
I don`t like,0.0,neutral
cant believe ER is all over,0.0,neutral
darn open source software and it`s security holes,0.0,neutral
"That be it, my Nathan sense was tingling.",0.0,neutral
_sian lol. I don`t have the benefit of Sky+ and hubbie was watching them so had to sit thru it.,0.8,positive
mayyyybe,0.0,neutral
i see 5 faces in that thing. but no more  ****,-0.25,negative
s no fun,-0.15,negative
ach al,0.0,neutral
"too many Germï¿½n rodrï¿½guez`s results. Which one are you?  I mean, how do you look like in your profile picture?",0.09375,positive
What`s up!!?,0.0,neutral
agree.,0.0,neutral
you are such a great person.,0.4,positive
_xo oh and i know brody and erin,0.0,neutral
sorry.,-0.5,negative
P Fun,0.3,positive
hard,-0.2916666666666667,negative
Tom is back in town,0.0,neutral
"Yup, everything`s there.",0.0,neutral
I`m medal drivin`  home in 3 hours!,0.0,neutral
That`s gotta be a record,0.0,neutral
what`s wrong,-0.5,negative
"had to pause tv, now i`m 10 minutes behind on BGT",-0.4,negative
makes me think of  <3,1.0,positive
thought it was rubbish  twins are cute tho!,0.625,positive
WHAT?! i was wanting to see that show!!,0.0,neutral
I hate how MS makes me feel.,-0.8,negative
Hahahahahahahahahah!,0.0,neutral
_Josa how exciting!!! looking forward to pics on facebook  ****,0.5859375,positive
I want all the soldiers to come home so we don`t have to hear about anymore being killed.,-0.2,negative
home  ****,0.0,neutral
Great. I`m lovin it.,0.8,positive
hurts,0.0,neutral
really sucks,-0.3,negative
my car is possessed and won`t stop honking at me,0.0,neutral
"good,",0.7,positive
the new song with cobra starship is amazing!!,0.5369318181818182,positive
I`VE gotta get a life,0.0,neutral
nice,0.6,positive
"Awake still O_o, breeding for perfect or close to perfect IVs on a pikachu  don`t know what that means? Google it or wait for my articles",0.6833333333333332,positive
it was way too sad,-0.5,negative
Why are all the cool classes being offered this summer?  Boo.,0.35,positive
"actually, web works fine. tweetdeck keeps crashing  i`m in NJ today avoiding nascar",0.20833333333333334,positive
it`s depressing,-0.6,negative
Happy Mother`s Day to all your wonderful moms!,0.9,positive
"s, good gu",0.7,positive
chillin,0.0,neutral
"i miss that place,",0.0,neutral
Dad and Mum are heading that way and I normally jump in the middle and thash about a bit while having cat chasing dreams,0.075,positive
I don`t think I`m going camping,0.0,neutral
s awesome,1.0,positive
I miss,0.0,neutral
"Hmm.. didn`t get the DM, are you sure it didn`t go to someone else?",0.5,positive
Maybe people would start looking for us... like 'where`s Waldo' but 'where`s the CKC'?,0.0,neutral
a good,0.7,positive
_Staack Pfft ... i dont have the guts .. YOU TELL HIM  and say its a fundraiser like .. PFFT,0.0,neutral
Not any more.,0.5,positive
RIP,0.0,neutral
s horrible,-1.0,negative
miss,0.0,neutral
Enjoyed see`n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive -ins!,-0.04999999999999996,negative
poor,-0.4,negative
"My copy shipped Friday, if it shows up today, I`ll tune in.",0.0,neutral
favourites.,0.0,neutral
"pretty much, thanks.  seeing if a little Gilbert & Sullivan will cheer me up more.",0.190625,positive
yay!,0.0,neutral
Thank,0.0,neutral
"Thanks,",0.2,positive
Going to sunnybank,0.0,neutral
hurts.,0.0,neutral
"has a lot to catch up on from the weekend! The BHR hosts have been busy, busy, busy  http://plurk.com/p/rqpl7",0.10000000000000002,positive
hate,-0.8,negative
just try to squeeze my Sundayyyy,0.0,neutral
nice sw,0.6,positive
Congratulations!,0.0,neutral
lapit na ko magout. lapit na fated to love you.hehe  http://plurk.com/p/rrj4e,0.5,positive
_go you sure ?,0.5,positive
u still a ****,0.0,neutral
precise,0.4,positive
YUM im full now,0.35,positive
needs to have an increase on her salary  http://plurk.com/p/wxluu,0.0,neutral
"good,",0.7,positive
So sad you didn`t day Hello to me,-0.5,negative
AWESOME!!,1.0,positive
steal,0.0,neutral
Happy Monday!!  Hope you have a great week!,1.0,positive
.really cause I`m such a fool.,0.0,neutral
Yep! Here`s a pic of the kid standing on the Puffy Taco.  - Photo: http://bkite.com/07jZs,0.0,neutral
Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p.... Come on Denver!!,0.55,positive
my sentiments exactly,0.25,positive
supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  & want Bruno!,0.0,neutral
I am now Vice President of Social and Cultural Affairs at Southwestern College,0.06666666666666667,positive
well.. i just saw the dead zone for the first time. its a good TV show.  is back,0.1875,positive
We lov,0.0,neutral
epic fail,-0.2,negative
m tired,-0.4,negative
luv,0.0,neutral
miss my,0.0,neutral
beautiful,0.85,positive
i`m trying to figure that out right now,0.2857142857142857,positive
_louise Lucky me. There are mystery ingredients as well,0.3333333333333333,positive
"want my new lappytop now, but the site says it won`t be here till 6/9",0.13636363636363635,positive
very impressed,1.0,positive
No `rosie day` today  goal is to leav my house b4 my mom gets here hmmm maybe `rosie day` rescheduled for....wed......,0.0,neutral
I am tired.,-0.4,negative
at the R&R fashion show with kacie,0.0,neutral
.Im gutted,0.0,neutral
love,0.5,positive
I Love All Time Low,0.25,positive
miss my,0.0,neutral
cut it off.,0.0,neutral
I`m so pissed off today n sadly..,-0.5,negative
Feelin really awful.,-1.0,negative
Have to go to my old house and finish moving.,0.1,positive
ERRG I cant believe th,0.0,neutral
bbq party,0.0,neutral
right!,0.3571428571428571,positive
looked amazing as usual,0.17500000000000004,positive
Going to the Gold Coast for mothers day lunch,0.0,neutral
out with  &  i am soooo hungry,0.0,neutral
like,0.0,neutral
oh Nancy - so sorry for your loss  & wishing you the best!,0.25,positive
omg!! I`m tweeting sooo late sorry I miss u 2 good times ...NO I didn`t marry him still great friends,0.175,positive
nsty,0.0,neutral
love,0.5,positive
Half term is almost over,-0.16666666666666666,negative
be so proud of,0.8,positive
mess.,-0.175,negative
"definitely, or even just 'i`ll call you', they never do  how was ur day",0.0,neutral
Hmm...what to make for dinner tonight???  No clue.  Don`t feel like cooking anything    Hubby wants to go away tonigh,0.2,positive
Happy,0.8,positive
amazing.,0.6000000000000001,positive
My 89 year old grandma in Chicago is having emergency surgery today....,0.1,positive
"Well, hopefully!",0.0,neutral
laugh.,0.3,positive
what a cute dog,0.5,positive
long day of work.,-0.05,negative
go me  lol.,0.8,positive
"While I remember, Nerd Hurdles rocks  Especially the tale of the currency of ironpoodonia",0.0,neutral
my pic didn`t work,0.0,neutral
nice pic,0.6,positive
saddest,0.0,neutral
Thank,0.0,neutral
i love,0.5,positive
i hate parents,-0.8,negative
wish,0.0,neutral
cry,0.0,neutral
i`m tired but i`m in a good moood,0.14999999999999997,positive
HaPPy MothErS Day!!!,1.0,positive
bad,-0.6999999999999998,negative
Playing cards with my niece.,0.0,neutral
tummy ache,0.0,neutral
"Out for a walk in the cornish countryside, on the great British bank hol   http://bit.ly/AILUn  http://yfrog.com/6rww",0.4,positive
pretty much amazing.,0.42500000000000004,positive
is almost over the legal limit of,0.2,positive
morning... on Monday. Is it really?,0.2,positive
"Wow, you`re car`s awesome!",0.55,positive
stupid,-0.7999999999999999,negative
Attending Matthew`s Senior Day for recognition and I`m so not ready for this.,-0.1,negative
That **** money sign. Ugh.,0.0,neutral
wants a new phone. ugh my b-day in 3 weeks ya`ll,0.16818181818181818,positive
just relax,0.0,neutral
Great work. Love it.,0.65,positive
Sick to the bone,-0.7142857142857143,negative
really .. least u wont hav 2 put up wiv him,-0.3,negative
i changedd my background  its from picnik.,0.0,neutral
you were right about karla not the best movie made,0.6428571428571428,positive
it wouldn`t load!,0.0,neutral
Bank holiday  Off to the station now. Catch you all later.,0.0,neutral
Almost dun choreographing the dance,0.0,neutral
Doh! I was hoping to get a book for the missus but exclusive books are closed,-0.1,negative
i hope she comes back,0.0,neutral
aight im out. off to see Spring Awakening. home we make it home in time to see Jay`s last show,0.0,neutral
warmly,0.6,positive
I love,0.5,positive
"Oh, fabulous ta.  I`m with the coffee too, obviously, although my cup is not large enough to embrace which is its deficiency.",0.07321428571428572,positive
